age,job,marital,education,default,housing,loan,campaign,contact,month,day_of_week,duration,previous,outcome,btc.spotprice,btc.futures.index,target_variable
43,admin.,divorced,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,admin.,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
27,blue-collar,single,basic.6y,no,no,no,1,telephone,may,mon,350,0,nonexistent,93.994,-36.4,no
34,self-employed,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
31,student,single,university.degree,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
54,management,divorced,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,self-employed,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
52,unemployed,married,high.school,unknown,yes,no,1,telephone,may,mon,151,0,nonexistent,93.994,-36.4,no
47,management,divorced,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,housemaid,married,basic.9y,unknown,no,no,1,telephone,may,mon,152,0,nonexistent,93.994,-36.4,no
32,admin.,single,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,housemaid,single,high.school,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
50,blue-collar,married,basic.9y,unknown,no,no,1,telephone,may,mon,463,0,nonexistent,93.994,-36.4,no
34,services,married,high.school,no,no,no,1,telephone,may,mon,962,0,nonexistent,93.994,-36.4,no
55,blue-collar,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,technician,single,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
51,retired,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,blue-collar,married,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
56,technician,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
53,admin.,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,blue-collar,divorced,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
44,blue-collar,divorced,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,housemaid,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,yes
37,admin.,single,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
60,blue-collar,married,unknown,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,services,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,management,divorced,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
31,admin.,married,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
53,technician,divorced,professional.course,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
45,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,technician,single,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,self-employed,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,blue-collar,divorced,high.school,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
35,services,divorced,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,unknown,married,unknown,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,services,single,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
50,blue-collar,divorced,high.school,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
59,retired,married,professional.course,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,unknown,married,unknown,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,admin.,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,admin.,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,blue-collar,married,unknown,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
57,housemaid,divorced,basic.4y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
54,management,divorced,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
27,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,admin.,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
58,blue-collar,married,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,management,married,university.degree,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
34,admin.,single,basic.9y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,admin.,divorced,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
56,retired,married,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,services,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
54,management,single,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
53,admin.,single,basic.6y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,technician,single,unknown,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,services,married,basic.6y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
54,technician,married,professional.course,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,housemaid,single,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
26,admin.,single,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,admin.,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
35,blue-collar,married,basic.9y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,admin.,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
29,services,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
35,management,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
50,self-employed,single,university.degree,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,services,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,entrepreneur,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,technician,single,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,blue-collar,single,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
55,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,management,married,university.degree,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
57,management,married,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,services,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,admin.,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
57,unknown,married,unknown,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
58,blue-collar,divorced,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
52,technician,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
50,services,divorced,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,blue-collar,single,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,entrepreneur,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
57,blue-collar,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
48,blue-collar,married,basic.6y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
55,technician,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,management,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,services,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
53,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,unemployed,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,blue-collar,single,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,services,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
58,entrepreneur,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,unemployed,divorced,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
57,management,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
45,technician,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,admin.,married,university.degree,no,yes,no,1,telephone,may,tue,158,0,nonexistent,93.994,-36.4,no
36,technician,married,university.degree,no,no,no,1,telephone,may,tue,210,0,nonexistent,93.994,-36.4,no
41,self-employed,married,high.school,no,yes,no,1,telephone,may,tue,102,0,nonexistent,93.994,-36.4,no
57,admin.,divorced,basic.9y,no,no,no,1,telephone,may,tue,306,0,nonexistent,93.994,-36.4,no
49,blue-collar,married,basic.9y,unknown,yes,no,1,telephone,may,tue,64,0,nonexistent,93.994,-36.4,no
56,management,divorced,high.school,no,no,no,1,telephone,may,tue,218,0,nonexistent,93.994,-36.4,no
37,blue-collar,married,basic.9y,no,no,no,1,telephone,may,tue,77,0,nonexistent,93.994,-36.4,no
37,blue-collar,married,basic.9y,no,no,yes,1,telephone,may,tue,54,0,nonexistent,93.994,-36.4,no
46,admin.,single,high.school,no,yes,no,1,telephone,may,tue,344,0,nonexistent,93.994,-36.4,no
22,blue-collar,single,basic.9y,no,yes,no,1,telephone,may,tue,195,0,nonexistent,93.994,-36.4,no
43,services,married,high.school,no,no,no,1,telephone,may,tue,202,0,nonexistent,93.994,-36.4,no
49,blue-collar,married,unknown,no,no,no,1,telephone,may,tue,286,0,nonexistent,93.994,-36.4,no
41,technician,married,basic.6y,no,yes,no,1,telephone,may,tue,278,0,nonexistent,93.994,-36.4,no
38,admin.,single,university.degree,no,no,no,1,telephone,may,tue,189,0,nonexistent,93.994,-36.4,no
33,admin.,married,basic.9y,no,no,no,1,telephone,may,tue,83,0,nonexistent,93.994,-36.4,no
49,admin.,married,university.degree,no,yes,yes,1,telephone,may,tue,18,0,nonexistent,93.994,-36.4,no
30,blue-collar,single,unknown,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,admin.,married,basic.9y,no,yes,no,1,telephone,may,tue,235,0,nonexistent,93.994,-36.4,no
34,management,single,university.degree,no,no,no,1,telephone,may,tue,290,0,nonexistent,93.994,-36.4,no
30,student,single,unknown,unknown,no,no,1,telephone,may,tue,133,0,nonexistent,93.994,-36.4,no
59,management,married,basic.4y,unknown,yes,yes,1,telephone,may,tue,318,0,nonexistent,93.994,-36.4,no
59,management,married,basic.4y,unknown,unknown,unknown,1,telephone,may,tue,437,0,nonexistent,93.994,-36.4,no
41,self-employed,married,university.degree,no,no,no,1,telephone,may,tue,402,0,nonexistent,93.994,-36.4,no
48,housemaid,married,basic.6y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
28,unknown,single,unknown,unknown,yes,yes,1,telephone,may,tue,1201,0,nonexistent,93.994,-36.4,yes
44,services,married,high.school,no,yes,no,1,telephone,may,tue,1030,0,nonexistent,93.994,-36.4,yes
59,retired,unknown,university.degree,unknown,no,no,1,telephone,may,tue,253,0,nonexistent,93.994,-36.4,no
50,management,married,high.school,unknown,no,no,1,telephone,may,tue,149,0,nonexistent,93.994,-36.4,no
35,admin.,married,university.degree,no,no,no,1,telephone,may,tue,144,0,nonexistent,93.994,-36.4,no
42,admin.,married,high.school,no,no,no,1,telephone,may,tue,69,0,nonexistent,93.994,-36.4,no
45,admin.,married,basic.9y,no,no,no,1,telephone,may,tue,243,0,nonexistent,93.994,-36.4,no
36,technician,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
56,services,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
29,blue-collar,divorced,basic.4y,no,no,no,1,telephone,may,tue,231,0,nonexistent,93.994,-36.4,no
41,self-employed,married,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,blue-collar,married,basic.9y,unknown,no,no,1,telephone,may,tue,199,0,nonexistent,93.994,-36.4,no
52,services,single,high.school,no,no,no,1,telephone,may,tue,455,0,nonexistent,93.994,-36.4,no
48,services,married,high.school,unknown,unknown,unknown,1,telephone,may,tue,152,0,nonexistent,93.994,-36.4,no
31,blue-collar,married,high.school,unknown,yes,no,1,telephone,may,tue,124,0,nonexistent,93.994,-36.4,no
43,unemployed,married,university.degree,unknown,yes,no,1,telephone,may,tue,424,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,basic.4y,unknown,no,no,1,telephone,may,tue,43,0,nonexistent,93.994,-36.4,no
42,entrepreneur,married,university.degree,no,yes,no,1,telephone,may,tue,154,0,nonexistent,93.994,-36.4,no
52,services,divorced,basic.6y,no,no,no,1,telephone,may,tue,393,0,nonexistent,93.994,-36.4,no
39,admin.,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,services,married,high.school,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,blue-collar,married,basic.9y,unknown,yes,no,1,telephone,may,tue,326,0,nonexistent,93.994,-36.4,no
41,admin.,married,high.school,no,no,no,1,telephone,may,tue,483,0,nonexistent,93.994,-36.4,no
55,technician,married,basic.4y,no,no,yes,1,telephone,may,tue,259,0,nonexistent,93.994,-36.4,no
30,blue-collar,married,basic.9y,no,no,no,1,telephone,may,tue,227,0,nonexistent,93.994,-36.4,no
57,retired,unknown,basic.4y,no,no,no,1,telephone,may,tue,673,0,nonexistent,93.994,-36.4,no
45,entrepreneur,married,basic.4y,unknown,yes,no,1,telephone,may,tue,576,0,nonexistent,93.994,-36.4,no
51,blue-collar,married,basic.4y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,self-employed,single,basic.9y,unknown,yes,yes,1,telephone,may,tue,90,0,nonexistent,93.994,-36.4,no
47,admin.,married,high.school,unknown,no,no,1,telephone,may,tue,505,0,nonexistent,93.994,-36.4,no
27,services,married,high.school,no,yes,no,1,telephone,may,tue,245,0,nonexistent,93.994,-36.4,no
34,technician,single,university.degree,no,yes,no,1,telephone,may,tue,186,0,nonexistent,93.994,-36.4,no
57,blue-collar,married,basic.4y,unknown,yes,no,1,telephone,may,tue,208,0,nonexistent,93.994,-36.4,no
43,entrepreneur,married,basic.4y,no,no,no,1,telephone,may,tue,623,0,nonexistent,93.994,-36.4,no
49,blue-collar,married,basic.4y,unknown,no,no,1,telephone,may,tue,180,0,nonexistent,93.994,-36.4,no
39,management,married,university.degree,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,blue-collar,married,basic.4y,unknown,yes,no,1,telephone,may,tue,118,0,nonexistent,93.994,-36.4,no
49,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
58,management,married,basic.6y,no,no,no,1,telephone,may,tue,342,0,nonexistent,93.994,-36.4,no
43,technician,married,professional.course,no,yes,no,1,telephone,may,tue,225,0,nonexistent,93.994,-36.4,no
50,unknown,married,unknown,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
31,services,married,high.school,unknown,no,no,1,telephone,may,tue,276,0,nonexistent,93.994,-36.4,no
43,self-employed,divorced,university.degree,no,no,no,1,telephone,may,tue,87,0,nonexistent,93.994,-36.4,no
43,self-employed,married,basic.9y,unknown,no,no,1,telephone,may,tue,744,0,nonexistent,93.994,-36.4,no
30,self-employed,single,university.degree,no,yes,no,1,telephone,may,tue,262,0,nonexistent,93.994,-36.4,no
27,services,single,professional.course,no,yes,yes,1,telephone,may,tue,271,0,nonexistent,93.994,-36.4,no
51,services,married,unknown,unknown,no,no,1,telephone,may,tue,141,0,nonexistent,93.994,-36.4,no
37,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,housemaid,married,basic.9y,no,yes,no,1,telephone,may,tue,150,0,nonexistent,93.994,-36.4,no
35,blue-collar,married,professional.course,no,no,no,1,telephone,may,tue,241,0,nonexistent,93.994,-36.4,no
47,admin.,divorced,university.degree,no,no,no,1,telephone,may,tue,196,0,nonexistent,93.994,-36.4,no
46,management,married,unknown,no,yes,no,1,telephone,may,tue,149,0,nonexistent,93.994,-36.4,no
40,technician,married,professional.course,unknown,no,yes,1,telephone,may,tue,264,0,nonexistent,93.994,-36.4,no
26,housemaid,married,university.degree,no,no,no,1,telephone,may,tue,246,0,nonexistent,93.994,-36.4,no
32,blue-collar,divorced,basic.9y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
45,management,married,university.degree,no,yes,no,1,telephone,may,tue,140,0,nonexistent,93.994,-36.4,no
34,admin.,married,basic.9y,no,no,no,1,telephone,may,tue,175,0,nonexistent,93.994,-36.4,no
47,blue-collar,married,unknown,unknown,no,no,1,telephone,may,tue,136,0,nonexistent,93.994,-36.4,no
42,technician,married,professional.course,no,no,no,1,telephone,may,tue,1623,0,nonexistent,93.994,-36.4,yes
57,technician,married,basic.4y,unknown,no,yes,1,telephone,may,tue,50,0,nonexistent,93.994,-36.4,no
57,technician,married,basic.4y,unknown,no,no,1,telephone,may,tue,101,0,nonexistent,93.994,-36.4,no
38,blue-collar,married,basic.4y,no,no,yes,1,telephone,may,tue,144,0,nonexistent,93.994,-36.4,no
57,technician,married,basic.4y,unknown,no,no,1,telephone,may,tue,238,0,nonexistent,93.994,-36.4,no
28,student,single,basic.9y,unknown,yes,no,1,telephone,may,tue,354,0,nonexistent,93.994,-36.4,no
60,management,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
48,admin.,married,university.degree,no,yes,no,1,telephone,may,tue,159,0,nonexistent,93.994,-36.4,no
47,technician,married,professional.course,no,yes,no,1,telephone,may,tue,170,0,nonexistent,93.994,-36.4,no
40,admin.,married,high.school,no,no,no,1,telephone,may,tue,243,0,nonexistent,93.994,-36.4,no
51,management,married,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
48,unemployed,single,basic.4y,no,yes,no,1,telephone,may,tue,112,0,nonexistent,93.994,-36.4,no
54,housemaid,married,basic.4y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,blue-collar,married,basic.6y,no,no,yes,1,telephone,may,tue,53,0,nonexistent,93.994,-36.4,no
44,admin.,single,basic.9y,unknown,no,no,1,telephone,may,tue,134,0,nonexistent,93.994,-36.4,no
42,technician,divorced,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
52,self-employed,married,university.degree,no,yes,no,1,telephone,may,tue,678,0,nonexistent,93.994,-36.4,no
31,blue-collar,single,basic.9y,no,yes,no,1,telephone,may,tue,182,0,nonexistent,93.994,-36.4,no
32,services,married,high.school,no,no,no,1,telephone,may,tue,162,0,nonexistent,93.994,-36.4,no
44,admin.,married,high.school,no,yes,yes,1,telephone,may,tue,177,0,nonexistent,93.994,-36.4,no
39,management,married,basic.6y,unknown,no,no,1,telephone,may,tue,27,0,nonexistent,93.994,-36.4,no
57,management,married,professional.course,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
